,"name","value","year","lastValue","rank"
729,"Thailand","281.98168804318493",2039,"277.12839089338735",22
730,"Thailand","272.2750937435898",2037,"267.42179659379224",22
731,"Thailand","286.8349851929825",2040,"281.98168804318493",22
732,"Thailand","184.0",2017,"184.0",22
733,"Thailand","252.8619051443995",2033,"248.00860799460196",22
734,"Thailand","233.44871654520924",2029,"228.59541939541165",22
735,"Ukraine","211.16123106477733",2024,"206.7604739052632",22
736,"Thailand","184.0",2016,"0.0",22
737,"Ukraine","228.764259702834",2028,"224.36350254331987",22
738,"Thailand","267.42179659379224",2036,"262.56849944399465",22
739,"Thailand","296.5415794925776",2042,"291.6882823427801",22
740,"Thailand","291.6882823427801",2041,"286.8349851929825",22
741,"Thailand","311.1014709419704",2045,"306.2481737921728",22
742,"Ukraine","219.9627453838057",2026,"215.56198822429155",22
743,"Ukraine","193.55820242672067",2019,"127.0",22
744,"Thailand","330.51465954116065",2049,"325.66136239136307",22
745,"Thailand","306.2481737921728",2044,"301.3948766423752",22
746,"Ukraine","215.56198822429155",2025,"211.16123106477733",22
747,"Thailand","301.3948766423752",2043,"296.5415794925776",22
748,"Ukraine","290.3748599360324",2042,"285.97410277651824",23
749,"Ukraine","272.7718312979757",2038,"268.37107413846155",23
750,"Ukraine","316.77940289311744",2048,"312.37864573360326",23
751,"Ukraine","285.97410277651824",2041,"281.57334561700407",23
752,"Ukraine","268.37107413846155",2037,"263.9703169789474",23
753,"Ukraine","299.17637425506075",2044,"294.7756170955466",23
754,"Ukraine","281.57334561700407",2040,"277.1725884574899",23
755,"Ukraine","263.9703169789474",2036,"259.5695598194332",23
756,"Ukraine","259.5695598194332",2035,"255.16880265991904",23
757,"Ukraine","277.1725884574899",2039,"272.7718312979757",23
758,"Vietnam","178.0",2017,"162.0",23
759,"Ukraine","303.5771314145749",2045,"299.17637425506075",23
760,"Vietnam","162.0",2016,"0.0",23
761,"Ukraine","307.9778885740891",2046,"303.5771314145749",23
762,"Ukraine","312.37864573360326",2047,"307.9778885740891",23
763,"Ukraine","294.7756170955466",2043,"290.3748599360324",23
764,"Ukraine","246.3672883408907",2032,"241.96653118137647",23
765,"Thailand","186.0",2018,"184.0",23
766,"Thailand","189.76904219703107",2019,"186.0",23
