,country,value,year,rank
538,Venezuela,65.0,2018,42
539,Greece,65.55674051282054,2020,42
540,Greece,71.20125589743591,2025,42
541,Greece,74.58796512820516,2028,42
542,Greece,67.8145466666667,2022,42
543,Greece,66.68564358974362,2021,42
544,Croatia,17.4749266,2019,42
545,Greece,70.07235282051285,2024,42
546,Colombia,65.67325387584347,2021,43
547,Colombia,71.91252375438597,2026,43
548,Colombia,73.16037773009448,2027,43
549,Tajikistan,16.0853177,2019,43
550,Colombia,68.16896182726047,2023,43
551,Czech Republic,64.0,2017,43
552,Colombia,66.92110785155197,2022,43
553,Colombia,74.40823170580298,2028,43
554,Colombia,70.66466977867748,2025,43
555,Czech Republic,64.0,2018,43
556,Colombia,75.65608568151148,2029,43
557,Colombia,69.41681580296897,2024,43
558,Switzerland,64.49357321909582,2020,43
559,Algeria,60.0,2017,44
560,Israel,73.60535811538462,2029,44
561,Switzerland,67.11783194703105,2024,44
562,Slovenia,14.023035,2019,44
563,Algeria,62.0,2018,44
564,Switzerland,65.14963790107963,2021,44
565,Colombia,64.42539990013496,2020,44
566,Israel,68.22765056153847,2025,44
567,Israel,70.91650433846154,2027,44
568,Israel,69.57207745000001,2026,44
569,Israel,72.26093122692308,2028,44
570,Switzerland,66.46176726504724,2023,44
571,Switzerland,65.80570258306344,2022,44
572,Israel,61.50551611923077,2020,45
573,Kuwait,59.0,2018,45
574,Georgia,12.1789608,2019,45
575,Israel,64.19436989615384,2022,45
576,Israel,65.53879678461539,2023,45
577,Switzerland,59.0,2017,45
578,Switzerland,69.74209067496628,2028,45
579,Switzerland,68.42996131099866,2026,45
580,Switzerland,67.77389662901486,2025,45
581,Israel,62.84994300769231,2021,45
582,Israel,66.88322367307693,2024,45
583,Kuwait,70.93878303643726,2029,45
584,Switzerland,69.08602599298247,2027,45
585,Kuwait,59.0,2017,46
586,Kuwait,69.562019242915,2028,46
587,Kuwait,65.4317278623482,2025,46
588,Kuwait,61.301436481781394,2022,46
589,Switzerland,58.0,2018,46
590,Kuwait,64.05496406882592,2024,46
591,Lithuania,11.306302,2019,46
592,Kuwait,62.67820027530366,2023,46
593,Switzerland,70.39815535695007,2029,46
594,Kuwait,68.18525544939273,2027,46
595,Kuwait,58.54790889473686,2020,46
596,Kuwait,66.80849165587045,2026,46
597,Kuwait,59.92467268825913,2021,46
598,Uzbekistan,59.91308197543861,2022,47
599,Israel,56.0,2018,47
600,Uzbekistan,57.1457852774629,2020,47
601,Uzbekistan,64.06402702240217,2025,47
602,Uzbekistan,61.29673032442646,2023,47
603,Greece,58.0,2017,47
604,Uzbekistan,66.83132372037788,2027,47
605,Uzbekistan,62.68037867341432,2024,47
606,Uzbekistan,65.44767537139003,2026,47
607,Uzbekistan,68.21497206936573,2028,47
608,Uzbekistan,58.52943362645075,2021,47
609,Bolivia,9.0573537,2019,47
610,Uzbekistan,69.59862041835359,2029,47
611,Israel,55.0,2017,48
612,Portugal,58.76509482186236,2022,48
613,Portugal,59.81584339271256,2023,48
614,Portugal,60.86659196356276,2024,48
615,Portugal,62.96808910526317,2026,48
616,Bangladesh,65.29134400789474,2028,48
617,Portugal,56.66359768016195,2020,48
618,Portugal,57.71434625101215,2021,48
619,Portugal,61.917340534412965,2025,48
620,Estonia,8.857956,2019,48
621,Romania,52.0,2018,48
622,Portugal,64.01883767611338,2027,48
623,Bangladesh,66.85051420445345,2029,48
624,Bangladesh,60.61383341821862,2025,49
625,Bangladesh,59.05466322165992,2024,49
626,North Macedonia,7.023724,2019,49
627,Bangladesh,62.17300361477733,2026,49
628,Bangladesh,57.49549302510121,2023,49
629,Portugal,66.12033481781377,2029,49
630,Romania,51.0,2017,49
631,Portugal,65.06958624696358,2028,49
632,Singapore,53.08927281025643,2020,49
633,Greece,51.0,2018,49
634,Bangladesh,54.377152631983805,2021,49
635,Bangladesh,55.93632282854252,2022,49
636,Bangladesh,63.732173811336025,2027,49
637,Latvia,6.876723,2019,50
638,Singapore,63.13268524102566,2028,50
639,Singapore,58.11097902564104,2024,50
640,Singapore,60.62183213333336,2026,50
641,Singapore,55.60012591794874,2022,50
642,Singapore,61.87725868717951,2027,50
643,Singapore,49.0,2017,50
644,Uzbekistan,49.0,2018,50
645,Bangladesh,52.8179824354251,2020,50
646,Singapore,54.34469936410258,2021,50
647,Singapore,59.3664055794872,2025,50
648,Singapore,64.38811179487182,2029,50
649,Singapore,56.855552471794894,2023,50
650,Algeria,61.49014923144401,2028,51
651,Algeria,62.78476170715251,2029,51
652,Hong Kong,52.24911558022944,2020,51
653,El Salvador,6.21199574,2019,51
654,Hong Kong,54.25745167456142,2022,51
655,Hong Kong,55.26161972172741,2023,51
656,Algeria,60.1955367557355,2027,51
657,Algeria,57.60631180431851,2025,51
658,Algeria,56.31169932861,2024,51
659,Uzbekistan,48.0,2017,51
660,Algeria,58.90092428002701,2026,51
661,Singapore,49.0,2018,51
662,Hong Kong,53.25328362739543,2021,51
663,Algeria,52.42786190148449,2021,52
664,Hong Kong,57.2699558160594,2025,52
665,Portugal,48.0,2018,52
666,Hong Kong,58.27412386322539,2026,52
667,Portugal,47.0,2017,52
668,Algeria,55.0170868529015,2023,52
669,Algeria,51.133249425776,2020,52
670,Hong Kong,56.26578776889341,2024,52
671,Hong Kong,59.27829191039138,2027,52
672,Algeria,53.722474377193,2022,52
673,Moldova,5.9566105,2019,52
674,Hong Kong,61.28662800472337,2029,52
675,Hong Kong,60.28245995755738,2028,52
676,New Zealand,45.50919071538463,2021,53
677,New Zealand,47.77514860769232,2025,53
678,Belarus,48.78174600809718,2026,53
679,New Zealand,47.2086591346154,2024,53
680,New Zealand,46.07568018846155,2022,53
681,New Zealand,46.64216966153848,2023,53
682,New Zealand,44.942701242307706,2020,53
683,Belarus,51.87635522267208,2029,53
684,Belarus,50.84481881781378,2028,53
685,Luxembourg,5.816501,2019,53
686,Peru,46.0,2017,53
687,Belarus,49.81328241295548,2027,53
688,Peru,47.0,2018,53
689,Belarus,45.687136793522285,2023,54
690,Hong Kong,44.0,2017,54
691,New Zealand,49.474617026923084,2028,54
692,New Zealand,48.34163808076924,2026,54
693,Hong Kong,45.0,2018,54
694,Peru,50.30087195681511,2029,54
695,New Zealand,48.90812755384616,2027,54
696,Belarus,44.655600388663984,2022,54
697,Belarus,42.59252757894738,2020,54
698,Belarus,46.71867319838058,2024,54
699,Belarus,43.62406398380568,2021,54
700,Armenia,5.7905171,2019,54
701,Belarus,47.75020960323888,2025,54
702,Peru,46.40793942240215,2025,55
703,Peru,43.48824002159244,2022,55
704,Iraq,44.0,2018,55
705,Peru,47.3811725560054,2026,55
706,Peru,45.434706288798914,2024,55
707,Peru,42.5150068879892,2021,55
708,Hungary,41.0,2017,55
709,Kosovo,5.7154386,2019,55
710,Peru,44.46147315519568,2023,55
711,New Zealand,50.04110650000001,2029,55
712,Peru,49.32763882321187,2028,55
713,Peru,48.35440568960863,2027,55
714,Romania,41.821275874493935,2020,55
715,Iraq,41.0,2017,56
716,Iraq,45.4380695465587,2027,56
717,Qatar,43.0,2018,56
718,Iraq,44.75401937044534,2026,56
719,Iraq,46.80616989878543,2029,56
720,Cyprus,4.5238734,2019,56
721,Iraq,42.0178186659919,2022,56
722,Iraq,44.06996919433198,2025,56
723,Iraq,41.333768489878544,2021,56
