,country,value,rank
1639,Namibia,4.1,127
1640,Cambodia,4.518608966261809,127
1641,Jordan,,127
1642,Cambodia,4.947788650472336,127
1643,Cambodia,4.661668860998651,127
1644,Kosovo,5.164674834682862,127
1645,Cambodia,4.804728755735493,127
1646,Kosovo,5.308031120107963,127
1647,Kosovo,5.451387405533064,127
1648,Cambodia,4.375549071524967,127
1649,Namibia,4.2,127
1650,Albania,5.552635991902834,127
1651,Jamaica,5.25838632928475,128
1652,Jamaica,5.014375981106612,128
1653,Kosovo,4.87796226383266,128
1654,Jamaica,5.136381155195682,128
1655,Kosovo,4.734605978407559,128
1656,Jamaica,5.197383742240216,128
1657,Senegal,3.8,128
1658,Jamaica,5.075378568151147,128
1659,Laos,4.1,128
1660,Kazakhstan,,128
1661,Kosovo,4.5912496929824576,128
1662,Kosovo,4.304537122132255,128
1663,Kosovo,4.447893407557356,128
1664,Brunei,4.945132677462889,129
1665,Kenya,,129
1666,Brunei,4.655541074224023,129
1667,Brunei,4.365949470985156,129
1668,Brunei,4.752071608636978,129
1669,Brunei,4.462480005398112,129
1670,Brunei,4.848602143049933,129
1671,Brunei,5.041663211875845,129
1672,Senegal,3.8,129
1673,Brunei,4.172888402159245,129
1674,Brunei,4.559010539811067,129
1675,Nicaragua,3.7,129
1676,Brunei,4.2694189365722,129
1677,Botswana,3.6,130
1678,Afghanistan,4.692813988576249,130
1679,Afghanistan,4.259219704608638,130
1680,Kiribati,,130
1681,Afghanistan,4.476016846592444,130
1682,Afghanistan,5.018009701551958,130
1683,Papua New Guinea,3.8,130
1684,Afghanistan,4.150821133616735,130
1685,Afghanistan,4.909611130560055,130
1686,Afghanistan,4.801212559568152,130
1687,Afghanistan,4.042422562624832,130
1688,Afghanistan,4.367618275600541,130
1689,Afghanistan,4.584415417584347,130
1690,Botswana,4.2850629284750354,131
1691,Botswana,4.379984604588396,131
1692,Botswana,4.190141252361675,131
1693,Botswana,4.569827956815117,131
1694,Botswana,4.474906280701756,131
1695,Botswana,3.905376224021594,131
1696,Nicaragua,3.7,131
1697,Botswana,4.759671309041837,131
1698,Botswana,4.095219576248315,131
1699,Kuwait,,131
1700,Botswana,4.664749632928477,131
1701,Botswana,4.000297900134955,131
1702,Papua New Guinea,3.6,131
1703,Brunei,3.6,132
1704,Papua New Guinea,4.102273619949393,132
1705,Kyrgyzstan,,132
1706,Papua New Guinea,4.396925713479758,132
1707,Papua New Guinea,4.323262690097167,132
1708,Papua New Guinea,4.175936643331985,132
1709,Laos,3.6,132
1710,Papua New Guinea,3.807621526419029,132
1711,Papua New Guinea,4.028610596566803,132
1712,Papua New Guinea,4.249599666714576,132
1713,Papua New Guinea,3.9549475731842114,132
1714,Papua New Guinea,4.470588736862349,132
1715,Papua New Guinea,3.88128454980162,132
1716,Nicaragua,3.924579534952768,133
1717,Nicaragua,4.07872989365722,133
1718,Nicaragua,3.539203638191634,133
1719,Nicaragua,3.616278817543861,133
1720,Laos,,133
1721,Nicaragua,4.001654714304994,133
1722,Uganda,3.5,133
1723,Nicaragua,3.7704291762483138,133
1724,Nicaragua,3.693353996896087,133
1725,Nicaragua,3.847504355600541,133
1726,Laos,4.27577721997301,133
1727,Brunei,3.4,133
1728,Laos,4.174607244264508,133
1729,Nicaragua,4.155805073009447,134
1730,Laos,3.668757365721999,134
1731,Laos,3.972267292847505,134
1732,Laos,3.5675873900134967,134
1733,Laos,3.4664174143049946,134
1734,Laos,3.769927341430501,134
1735,Laos,4.073437268556007,134
1736,Uganda,3.3,134
1737,Laos,3.871097317139003,134
1738,Botswana,3.3,134
1739,Laos,3.365247438596493,134
1740,Lebanon,,134
1741,Nicaragua,4.232880252361674,134
1742,Montenegro,3.963565446693658,135
1743,Montenegro,3.545871738191634,135
1744,Montenegro,4.067988873819164,135
1745,Lesotho,,135
1746,Montenegro,3.859142019568152,135
1747,Reunion,3.4441216748987853,135
1748,Montenegro,4.172412300944671,135
1749,Montenegro,3.7547185924426456,135
1750,Reunion,3.364842638866397,135
1751,Montenegro,3.0,135
1752,Montenegro,3.6502951653171394,135
1753,Reunion,3.2855636028340083,135
1754,Montenegro,3.0,135
1755,Reunion,3.999074927125506,136
1756,Montenegro,3.232601456815116,136
1757,Liberia,,136
1758,Yemen,3.0,136
1759,Reunion,3.840516855060729,136
1760,Montenegro,3.3370248839406216,136
1761,Reunion,3.6026797469635627,136
1762,Montenegro,3.441448311066128,136
1763,Reunion,3.523400710931174,136
1764,Reunion,3.681958782995952,136
1765,Mali,3.0,136
1766,Reunion,3.919795891093117,136
1767,Reunion,3.76123781902834,136
1768,Jamaica,3.0,137
1769,Senegal,3.887680417678814,137
1770,Senegal,3.561978943184887,137
1771,Senegal,3.154852100067478,137
1772,Jamaica,3.0,137
1773,Senegal,3.480553574561405,137
1774,Senegal,3.806255049055332,137
1775,Senegal,3.23627746869096,137
1776,Senegal,3.6434043118083688,137
1777,Libya,,137
1778,Senegal,3.317702837314441,137
1779,Senegal,3.7248296804318506,137
1780,Senegal,3.3991282059379238,137
1781,Mauritius,3.65080036437247,138
1782,Mauritius,3.356074531174089,138
1783,Reunion,2.9,138
1784,Reunion,2.9,138
1785,Mauritius,3.208711614574899,138
1786,Mauritius,2.9876672396761137,138
1787,Mauritius,3.135030156275304,138
1788,Mauritius,3.50343744777328,138
1789,Macau,,138
1790,Mauritius,3.0613486979757085,138
1791,Mauritius,3.5771189060728745,138
1792,Mauritius,3.4297559894736844,138
1793,Mauritius,3.2823930728744943,138
1794,Uganda,2.630972633009448,139
1795,Uganda,2.906381475438597,139
1796,Mauritius,2.8,139
1797,Uganda,3.250642528475035,139
1798,Uganda,2.83752926483131,139
1799,Uganda,2.975233686045885,139
1800,Uganda,3.1129381072604603,139
1801,Madagascar,,139
1802,Uganda,3.0440858966531725,139
1803,Mauritius,2.8,139
1804,Uganda,2.699824843616735,139
1805,Uganda,2.768677054224023,139
1806,Uganda,3.181790317867748,139
1807,New Caledonia,2.7412569534072087,140
1808,New Caledonia,2.834845469815681,140
1809,New Caledonia,2.554079920590264,140
1810,New Caledonia,2.788051211611445,140
1811,New Caledonia,2.694462695202972,140
1812,New Caledonia,2.507285662386028,140
1813,New Caledonia,2.881639728019917,140
1814,New Caledonia,2.6008741787945,140
1815,New Caledonia,2.8,140
1816,New Caledonia,2.7,140
1817,Malawi,,140
1818,New Caledonia,2.647668436998736,140
1819,New Caledonia,2.928433986224154,140
1820,Malaysia,,141
1821,Malta,2.630273732388664,141
1822,Malta,2.584152464574899,141
1823,Malta,2.7686375358299595,141
1824,Malta,2.399667393319838,141
1825,Malta,2.8147588036437248,141
1826,Yemen,2.7,141
1827,Mali,2.7,141
1828,Malta,2.4457886611336037,141
1829,Malta,2.4919099289473685,141
1830,Malta,2.7225162680161943,141
1831,Malta,2.5380311967611338,141
1832,Malta,2.676395000202429,141
1833,Malawi,2.143233975606613,142
1834,Bhutan,2.409701592442646,142
1835,Bhutan,2.4,142
1836,Guinea,2.3,142
1837,Malawi,2.2388974723798927,142
1838,Bhutan,2.47450732726046,142
1839,Malawi,2.2867292207665324,142
1840,Bhutan,2.5393130620782736,142
1841,Malawi,2.191065723993253,142
1842,Maldives,,142
1843,Bhutan,2.6041187968960875,142
1844,Bhutan,2.668924531713901,142
1845,Bhutan,2.344895857624832,142
1846,Malawi,2.4780562143130918,143
1847,Bhutan,2.215284387989205,143
1848,Malta,2.3,143
1849,Mali,,143
1850,Bhutan,2.085672918353577,143
1851,Bhutan,2.2800901228070183,143
1852,Malawi,2.430224465926452,143
1853,Bhutan,2.150478653171391,143
1854,Malawi,2.525887962699731,143
1855,Malawi,2.382392717539812,143
1856,Malawi,2.334560969153172,143
1857,Malta,2.3,143
1858,Malawi,2.5737197110863703,143
1859,The Bahamas,2.2757273532854256,144
1860,The Bahamas,2.097974727890689,144
1861,The Bahamas,2.3468284034433204,144
1862,The Bahamas,2.133525252969636,144
1863,The Bahamas,2.169075778048584,144
1864,The Bahamas,2.382378928522268,144
1865,The Bahamas,2.311277878364373,144
1866,Gabon,2.2,144
1867,Gabon,2.2,144
1868,Martinique,,144
1869,The Bahamas,2.204626303127531,144
1870,The Bahamas,2.2401768282064785,144
1871,The Bahamas,2.0624242028117417,144
1872,Mali,2.2435339217273964,145
1873,Gabon,2.073088685560054,145
1874,Mauritania,,145
1875,Mali,2.187898470310392,145
1876,Gabon,1.9985024062078276,145
1877,Madagascar,2.1,145
1878,Mali,2.3548048245614046,145
1879,Madagascar,2.1,145
1880,Mali,2.2991693731444003,145
1881,Gabon,2.1103818252361672,145
1882,Gabon,2.0357955458839405,145
1883,Gabon,1.961209266531714,145
1884,Gabon,2.1476749649122806,145
1885,Congo-Brazzaville,2.0,146
1886,Gabon,2.184968104588394,146
1887,Eswatini,1.9700250022807024,146
1888,Mauritius,,146
1889,Eswatini,1.9298044829284755,146
1890,Gabon,2.2222612442645078,146
1891,Gabon,2.2595543839406207,146
1892,Gabon,2.296847523616734,146
1893,Bhutan,2.0,146
1894,Eswatini,1.8895839635762488,146
1895,Mali,2.0766275674763843,146
1896,Mali,2.132263018893388,146
1897,Mali,2.02099211605938,146
1898,Eswatini,2.0102455216329287,147
1899,Eswatini,2.2515686377462893,147
1900,Mongolia,,147
1901,Guadeloupe,1.8628305570991908,147
1902,Eswatini,2.130907079689609,147
1903,Congo-Brazzaville,2.0,147
1904,Mali,1.965356664642376,147
1905,Eswatini,2.211348118394062,147
1906,Mali,1.909721213225372,147
1907,Eswatini,2.090686560337382,147
1908,Guinea,2.0,147
1909,Eswatini,2.1711275990418355,147
1910,Eswatini,2.0504660409851554,147
1911,Montenegro,,148
1912,Guadeloupe,1.9394730239291504,148
1913,Guadeloupe,2.054436724174089,148
1914,Malawi,1.9,148
1915,Guadeloupe,1.9011517905141704,148
1916,Guadeloupe,1.97779425734413,148
1917,Guadeloupe,2.131079191004049,148
1918,Burkina Faso,1.8,148
1919,Guadeloupe,2.01611549075911,148
1920,Guadeloupe,2.092757957589069,148
1921,Madagascar,2.216228662145749,148
1922,Madagascar,2.1729465167408906,148
1923,Mali,1.854085761808368,148
1924,Madagascar,1.9565357897165996,149
1925,Guam,1.873956529310392,149
1926,Madagascar,1.9998179351214576,149
1927,Montserrat,,149
1928,Guadeloupe,2.2077216578340084,149
1929,Madagascar,2.043100080526316,149
1930,Madagascar,2.1296643713360326,149
1931,Guam,1.8531351412881245,149
1932,Guadeloupe,2.169400424419029,149
1933,Madagascar,2.086382225931174,149
1934,The Bahamas,1.8,149
1935,Madagascar,1.9132536443117407,149
1936,The Bahamas,1.7,149
1937,Guam,1.9988848574439948,150
1938,Guam,1.978063469421728,150
1939,Guam,2.040527633488529,150
1940,Guam,1.9364206933771928,150
1941,Madagascar,1.8266893535020243,150
1942,Guam,1.7,150
1943,Madagascar,1.8699714989068827,150
1944,Morocco,,150
1945,Guam,2.0197062454662618,150
1946,Guam,1.8947779173326589,150
1947,Guam,1.9572420813994604,150
1948,Guam,1.915599305354926,150
1949,Eswatini,1.7,150
1950,Martinique,1.9882211087246964,151
1951,Suriname,1.7,151
1952,Suriname,1.704584620107962,151
1953,Suriname,1.7,151
1954,Suriname,1.7195289622132253,151
1955,Martinique,1.81418645201417,151
1956,Mozambique,,151
1957,Martinique,1.7793795206720648,151
1958,Martinique,1.9186072460404855,151
1959,Martinique,1.8838003146983808,151
1960,Martinique,1.7445725893299595,151
1961,Martinique,1.953414177382591,151
1962,Martinique,1.8489933833562755,151
1963,Suriname,1.7494176464237516,152
1964,Suriname,1.8390836990553303,152
1965,Suriname,1.7942506727395409,152
1966,Suriname,1.8241393569500672,152
1967,Martinique,1.674958726645749,152
1968,Suriname,1.809195014844804,152
1969,Suriname,1.7793063306342778,152
1970,Suriname,1.7643619885290147,152
1971,Burkina Faso,1.6,152
1972,Suriname,1.7344733043184883,152
1973,Namibia,,152
1974,Guam,1.6,152
1975,Martinique,1.7097656579878542,152
1976,Guinea,1.422283037246964,153
1977,Burkina Faso,1.6381881959973017,153
1978,Guinea,1.5763270794534416,153
1979,Guinea,1.453091845688259,153
1980,Nauru,,153
1981,Burkina Faso,1.6766281854790828,153
1982,Guinea,1.5147094625708506,153
1983,Guinea,1.607135887894737,153
1984,Guinea,1.3914742288056683,153
1985,Guinea,1.483900654129555,153
1986,Eswatini,1.6,153
1987,Niger,1.6,153
1988,Guinea,1.545518271012146,153
1989,Burkina Faso,1.59974820651552,154
1990,Burkina Faso,1.5228682275519572,154
1991,Burkina Faso,1.4459882485883944,154
1992,Guinea,1.637944696336033,154
1993,Burkina Faso,1.561308217033739,154
1994,Burkina Faso,1.3691082696248318,154
1995,Burkina Faso,1.3306682801430505,154
1996,Burkina Faso,1.407548259106613,154
1997,Guadeloupe,1.5,154
1998,Guinea,1.6687535047773283,154
1999,Burkina Faso,1.484428238070176,154
2000,Nepal,,154
2001,Guadeloupe,1.5,154
2002,Congo-Brazzaville,1.424267496626181,155
2003,Congo-Brazzaville,1.2504484075573552,155
2004,Malawi,1.5,155
2005,Congo-Brazzaville,1.3373579520917682,155
2006,Congo-Brazzaville,1.19250871120108,155
2007,Congo-Brazzaville,1.2214785593792177,155
2008,Congo-Brazzaville,1.3083881039136305,155
2009,Martinique,1.4,155
2010,Congo-Brazzaville,1.3663278002699055,155
2011,Congo-Brazzaville,1.2794182557354927,155
2012,Congo-Brazzaville,1.1635388630229422,155
2013,Congo-Brazzaville,1.3952976484480435,155
2014,Netherlands Antilles,,155
2015,Barbados,1.1856961933873145,156
2016,Togo,1.3,156
2017,Barbados,1.3008996690958166,156
2018,Martinique,1.4,156
2019,Barbados,1.162655498245614,156
2020,Barbados,1.2548182788124156,156
2021,New Caledonia,,156
2022,Barbados,1.1396148031039135,156
2023,Barbados,1.2087368885290148,156
2024,Barbados,1.323940364237517,156
2025,Barbados,1.277858973954116,156
2026,Barbados,1.2317775836707152,156
2027,Barbados,1.3469810593792173,156
2028,Benin,1.3162510039136306,157
2029,Benin,1.1418085415654524,157
2030,Equatorial Guinea,1.2,157
2031,Benin,1.2871772601889342,157
2032,Benin,1.199956029014845,157
2033,Equatorial Guinea,1.3,157
2034,Benin,1.112734797840756,157
2035,Benin,1.2290297727395414,157
2036,Benin,1.345324747638327,157
2037,Benin,1.1708822852901488,157
2038,Nicaragua,,157
2039,Benin,1.2581035164642378,157
2040,Benin,1.0836610541160596,157
2041,Aruba,1.159363602109312,158
2042,Aruba,1.2620714545506075,158
2043,Aruba,1.2107175283299598,158
2044,Togo,1.3,158
2045,Aruba,1.2877484176609315,158
2046,Aruba,1.0823327127783404,158
2047,Aruba,1.185040565219636,158
2048,Aruba,1.1080096758886642,158
2049,Aruba,1.2363944914402836,158
2050,Aruba,1.133686638998988,158
2051,Niger,,158
2052,Equatorial Guinea,1.3203856342780027,158
2053,Benin,1.1,158
2054,Niger,1.1,159
2055,French Guiana,1.0993815808704457,159
2056,Equatorial Guinea,1.286866976383266,159
2057,French Guiana,1.1244557344534414,159
2058,Aruba,1.3134253807712553,159
2059,Equatorial Guinea,1.1863110026990555,159
2060,French Guiana,1.0492332737044534,159
2061,Benin,1.2,159
2062,Equatorial Guinea,1.2533483184885292,159
2063,French Guiana,1.074307427287449,159
2064,Equatorial Guinea,1.2198296605937924,159
2065,Nigeria,,159
2066,Equatorial Guinea,1.1527923448043187,159
2067,Fiji,1.0,160
2068,French Guiana,1.0,160
2069,French Guiana,1.2498265023684212,160
2070,North Korea,,160
2071,French Guiana,1.274900655951417,160
2072,French Guiana,1.224752348785425,160
2073,French Guiana,1.1996781952024291,160
2074,Togo,1.045948782726046,160
2075,Equatorial Guinea,1.1192736869095818,160
2076,French Guiana,1.1746040416194332,160
2077,Togo,1.0675928151147098,160
2078,French Guiana,1.1495298880364373,160
2079,Togo,1.0892368475033738,160
2080,Equatorial Guinea,1.0187177132253713,161
2081,Togo,1.2407450742240214,161
2082,Togo,1.1108808798920378,161
2083,Togo,1.1541689446693657,161
2084,Togo,1.1325249122807015,161
2085,French Guiana,1.0,161
2086,Equatorial Guinea,1.052236371120108,161
2087,Togo,1.1974570094466936,161
2088,Oman,,161
2089,Togo,1.2191010418353574,161
2090,Equatorial Guinea,1.085755029014845,161
2091,Togo,1.1758129770580297,161
2092,Barbados,1.0,161
2093,Barbados,1.0,162
2094,Niger,1.0445638448043189,162
2095,Niger,1.0210768771929828,162
2096,Fiji,1.0,162
2097,Niger,1.208972618083671,162
2098,Niger,1.161998682860999,162
2099,Niger,1.185485650472335,162
2100,Niger,1.068050812415655,162
2101,Niger,1.1385117152496629,162
2102,Pakistan,,162
2103,Niger,0.9975899095816466,162
2104,Niger,1.1150247476383268,162
2105,Niger,1.0915377800269908,162
2106,Fiji,1.084250452757085,163
2107,Fiji,1.1029219402004051,163
2108,Fiji,1.0469074778704457,163
2109,Lesotho,0.9,163
2110,Fiji,1.1589364025303648,163
2111,Aruba,0.9,163
2112,Fiji,1.009564502983806,163
2113,Fiji,1.028235990427126,163
2114,Fiji,1.140264915087045,163
2115,Fiji,1.121593427643725,163
2116,Palestinian Territories,,163
2117,Fiji,0.990893015540486,163
2118,Fiji,1.0655789653137655,163
2119,Mauritania,1.0115334758906884,164
2120,Mauritania,0.9605345884655874,164
2121,Mauritania,1.037032919603239,164
2122,Mauritania,0.986034032178138,164
2123,Mauritania,1.0880318070283403,164
2124,Panama,,164
2125,Mauritania,1.113531250740891,164
2126,Netherlands Antilles,0.9143919897435896,164
2127,Guyana,0.9,164
2128,Mauritania,1.0625323633157897,164
2129,Mauritania,0.9,164
2130,Mauritania,1.1390306944534416,164
2131,Mauritania,0.9350351447530368,164
2132,Lesotho,1.133963314723347,165
2133,Lesotho,1.082793925160594,165
2134,Lesotho,1.0060398408164646,165
2135,Guyana,0.9,165
2136,Lesotho,0.9548704512537114,165
2137,Lesotho,1.031624535597841,165
2138,Lesotho,0.9292857564723348,165
2139,Mauritania,0.9,165
2140,Papua New Guinea,,165
2141,Lesotho,0.980455146035088,165
2142,Lesotho,1.0572092303792175,165
2143,Lesotho,1.1083786199419705,165
2144,Mauritania,0.909535701040486,165
2145,Paraguay,,166
2146,Guyana,0.9487349181511472,166
2147,Lesotho,0.9,166
2148,Guyana,0.9326732215924428,166
2149,Lesotho,0.9037010616909584,166
2150,Aruba,0.9,166
2151,Netherlands Antilles,0.9168233897435896,166
2152,Netherlands Antilles,0.9241175897435896,166
2153,Netherlands Antilles,0.9265489897435896,166
2154,Guyana,0.9647966147098516,166
2155,Netherlands Antilles,0.9216861897435896,166
2156,Netherlands Antilles,0.9192547897435897,166
2157,Netherlands Antilles,0.9289803897435897,166
2158,Netherlands Antilles,0.8,167
2159,Netherlands Antilles,0.9314117897435896,167
2160,Netherlands Antilles,0.9338431897435896,167
2161,Guyana,0.836303042240216,167
2162,Guyana,0.9166115250337384,167
2163,Guyana,0.868426435357625,167
2164,Peru,,167
2165,Rwanda,0.8,167
2166,Guyana,0.8202413456815116,167
2167,Guyana,0.8844881319163295,167
2168,Netherlands Antilles,0.9362745897435896,167
2169,Guyana,0.9005498284750338,167
2170,Guyana,0.8523647387989205,167
2171,Cayman Islands,0.8270858842105265,168
2172,Cayman Islands,0.8107583862753039,168
2173,Cayman Islands,0.7291208965991905,168
2174,Cayman Islands,0.7617758924696358,168
2175,Cayman Islands,0.7944308883400812,168
2176,Rwanda,0.8,168
2177,Bermuda,0.6993649119882226,168
2178,Cayman Islands,0.7781033904048585,168
2179,Cayman Islands,0.7127933986639678,168
2180,Cayman Islands,0.7454483945344131,168
2181,Netherlands Antilles,0.7,168
2182,Puerto Rico,,168
2183,U.S. Virgin Islands,0.7034317301619428,168
2184,Bermuda,0.6,169
2185,French Polynesia,0.7611704823157897,169
2186,French Polynesia,0.7740488118765183,169
2187,Bermuda,0.7084696360169307,169
2188,French Polynesia,0.7482921527550609,169
2189,Bermuda,0.7266790840743469,169
2190,Bermuda,0.7357838081030551,169
2191,Bermuda,0.6902601879595144,169
2192,U.S. Virgin Islands,0.698821581781376,169
2193,Belize,0.6,169
2194,Qatar,,169
2195,Bermuda,0.7175743600456388,169
2196,French Polynesia,0.7869271414372471,169
2197,Bermuda,0.6,170
2198,French Polynesia,0.6967788345121458,170
2199,Reunion,,170
2200,Bermuda,0.7448885321317632,170
2201,French Polynesia,0.7225354936336034,170
2202,Bermuda,0.7722027042178876,170
2203,Cayman Islands,0.6964659007287451,170
2204,Bermuda,0.7539932561604714,170
2205,French Polynesia,0.7096571640728746,170
2206,Cayman Islands,0.6801384027935224,170
2207,French Polynesia,0.7354138231943321,170
2208,Belize,0.6,170
2209,Bermuda,0.7630979801891795,170
2210,Cayman Islands,0.6,171
2211,U.S. Virgin Islands,0.6942114334008092,171
2212,U.S. Virgin Islands,0.6803809882591088,171
2213,Maldives,0.6,171
2214,U.S. Virgin Islands,0.6757708398785419,171
2215,U.S. Virgin Islands,0.6849911366396755,171
2216,French Polynesia,0.6839005049514172,171
2217,Belize,0.6918821640553307,171
2218,U.S. Virgin Islands,0.6896012850202424,171
2219,Belize,0.677513683508772,171
2220,French Polynesia,0.6710221753906884,171
2221,Rwanda,,171
2222,Belize,0.7062506446018894,171
2223,Belize,0.6200397613225371,172
2224,Belize,0.576934319682861,172
2225,Cayman Islands,0.6,172
2226,Belize,0.6056712807759784,172
2227,Belize,0.6631452029622132,172
2228,Belize,0.6487767224156545,172
2229,Belize,0.6344082418690958,172
2230,Belize,0.5913028002294197,172
2231,U.S. Virgin Islands,0.6665505431174084,172
2232,Maldives,0.6,172
2233,U.S. Virgin Islands,0.6711606914979751,172
2234,U.S. Virgin Islands,0.6619403947368415,172
2235,Saint Helena,,172
2236,South Sudan,0.5,173
2237,U.S. Pacific Islands,0.5896798663967613,173
2238,Saint Kitts and Nevis,,173
2239,U.S. Pacific Islands,0.6133526963562754,173
2240,U.S. Pacific Islands,0.6015162813765184,173
2241,U.S. Pacific Islands,0.6370255263157896,173
2242,U.S. Pacific Islands,0.566007036437247,173
2243,U.S. Pacific Islands,0.6251891113360325,173
2244,U.S. Virgin Islands,0.6,173
2245,U.S. Pacific Islands,0.5304977914979758,173
2246,U.S. Pacific Islands,0.5423342064777329,173
2247,U.S. Pacific Islands,0.5778434514170042,173
2248,U.S. Pacific Islands,0.55417062145749,173
2249,Rwanda,0.5436883451029015,174
2250,Rwanda,0.627388166717274,174
2251,Rwanda,0.5556454624763834,174
2252,Greenland,0.5,174
2253,Saint Lucia,,174
2254,Rwanda,0.5795596972233469,174
2255,U.S. Virgin Islands,0.5,174
2256,Rwanda,0.519774110355938,174
2257,Rwanda,0.6154310493437922,174
2258,Rwanda,0.5915168145968287,174
2259,Rwanda,0.6034739319703105,174
2260,Rwanda,0.5676025798498652,174
2261,Rwanda,0.5317312277294197,174
2262,Maldives,0.4771911378137654,175
2263,Maldives,0.5202924471659921,175
2264,Maldives,0.5777608596356277,175
2265,Maldives,0.5633937565182188,175
2266,French Polynesia,0.5,175
2267,Maldives,0.534659550283401,175
2268,U.S. Pacific Islands,0.5,175
2269,Maldives,0.5059253440485831,175
2270,Maldives,0.5921279627530366,175
2271,Saint Pierre and Miquelon,,175
2272,Greenland,0.4672755155195681,175
2273,Maldives,0.4915582409311743,175
2274,Maldives,0.5490266534008099,175
2275,Greenland,0.5372660904183536,176
2276,Greenland,0.5285172685560054,176
2277,Greenland,0.5460149122807018,176
2278,Cabo Verde,0.5,176
2279,Greenland,0.4847731592442645,176
2280,Greenland,0.5,176
2281,Greenland,0.5022708029689609,176
2282,Greenland,0.4935219811066127,176
2283,Greenland,0.4760243373819164,176
2284,Saint Vincent/Grenadines,,176
2285,Greenland,0.511019624831309,176
2286,Maldives,0.4628240346963565,176
2287,Greenland,0.5197684466936573,176
2288,Samoa,,177
2289,South Sudan,0.5,177
2290,Cabo Verde,0.4276835303643725,177
2291,Cabo Verde,0.4160423400809717,177
2292,Saint Lucia,0.4057895257125507,177
2293,Cabo Verde,0.4975306720647774,177
2294,French Polynesia,0.5,177
2295,Cabo Verde,0.4858894817813766,177
2296,Cabo Verde,0.4509659109311742,177
2297,Cabo Verde,0.4742482914979758,177
2298,Cabo Verde,0.462607101214575,177
2299,Cabo Verde,0.4393247206477734,177
2300,Cabo Verde,0.5091718623481782,177
2301,Sao Tome and Principe,,178
2302,Saint Lucia,0.481592634408907,178
2303,U.S. Pacific Islands,0.5,178
2304,Saint Lucia,0.4436910800607288,178
2305,Cabo Verde,0.4044011497975709,178
2306,Saint Lucia,0.4342156914736843,178
2307,Saint Lucia,0.4531664686477734,178
2308,Saint Lucia,0.4721172458218624,178
2309,Burundi,0.4,178
2310,Saint Lucia,0.4247403028866398,178
2311,Saint Lucia,0.4626418572348179,178
2312,Saint Lucia,0.4152649142995952,178
2313,Saint Lucia,0.4910680229959515,178
2314,Seychelles,0.4258054574898786,179
2315,Seychelles,0.4,179
2316,Seychelles,0.4664566234817814,179
2317,Seychelles,0.3953170829959515,179
2318,Saudi Arabia,,179
2319,Seychelles,0.4766194149797572,179
2320,Seychelles,0.4359682489878543,179
2321,Seychelles,0.4562938319838057,179
2322,Seychelles,0.4054798744939272,179
2323,Haiti,0.4,179
2324,Seychelles,0.4156426659919029,179
2325,Seychelles,0.4867822064777329,179
2326,Seychelles,0.4461310404858301,179
2327,Eritrea,0.3624227553306344,180
2328,Eritrea,0.4243901213225372,180
2329,Eritrea,0.3727506496626182,180
2330,Eritrea,0.4140622269905534,180
2331,Eritrea,0.434718015654521,180
2332,Saint Lucia,0.4,180
2333,Eritrea,0.4450459099865049,180
2334,Eritrea,0.4037343326585696,180
2335,Eritrea,0.4,180
2336,Eritrea,0.383078543994602,180
2337,Eritrea,0.4553738043184887,180
2338,Eritrea,0.3934064383265858,180
2339,Senegal,,180
2340,Somalia,0.3582200105263159,181
2341,Antigua and Barbuda,0.3784786076052633,181
2342,Antigua and Barbuda,0.4026750390485831,181
2343,Somalia,0.3632847641700406,181
2344,Seychelles,0.4,181
2345,Somalia,0.3480905032388665,181
2346,Serbia,,181
2347,Antigua and Barbuda,0.3865440847530366,181
2348,Antigua and Barbuda,0.37041313045749,181
2349,Antigua and Barbuda,0.3946095619008098,181
2350,Somalia,0.3531552568825912,181
2351,Haiti,0.4,181
2352,Somalia,0.3430257495951418,181
2353,Somalia,0.3835437787449394,182
2354,Antigua and Barbuda,0.3462166990141702,182
2355,South Sudan,0.3925160593792173,182
2356,Saint Lucia,0.4,182
2357,Antigua and Barbuda,0.3300857447186236,182
2358,Seychelles,,182
2359,Somalia,0.37341427145749,182
2360,Cabo Verde,0.4,182
2361,Somalia,0.3784790251012146,182
2362,Somalia,0.3683495178137653,182
2363,Antigua and Barbuda,0.3381512218663969,182
2364,Antigua and Barbuda,0.3542821761619434,182
2365,Antigua and Barbuda,0.3623476533097167,182
2366,Haiti,0.3152726914979756,183
2367,Somalia,0.3886085323886641,183
2368,South Sudan,0.361394350877193,183
2369,Eritrea,0.3,183
2370,South Sudan,0.3510204480431849,183
2371,South Sudan,0.3198987395411606,183
2372,Burundi,0.3,183
2373,South Sudan,0.3717682537112011,183
2374,South Sudan,0.3406465452091768,183
2375,Sierra Leone,,183
2376,Haiti,0.3159279327935221,183
2377,South Sudan,0.3302726423751687,183
2378,South Sudan,0.3821421565452093,183
2379,Burundi,0.3487665131983806,184
2380,South Sudan,0.2991509338731444,184
2381,Burundi,0.3297228101862349,184
2382,Haiti,0.3139622089068825,184
2383,Haiti,0.314617450202429,184
2384,Faroe Islands,0.3,184
2385,South Sudan,0.3095248367071526,184
2386,Burundi,0.3170270081781377,184
2387,Burundi,0.3360707111902835,184
2388,Burundi,0.3233749091821863,184
2389,Solomon Islands,,184
2390,Burundi,0.342418612194332,184
2391,Liberia,0.3,184
2392,Burundi,0.3106791071740891,185
